OID_,Enclosure,Greeness,Openness,Population,Facilities
903,0.161227,0.208015,0.047502,0.137577002,0.035336752
904,0.093807,0.275701,0.023459,0.133176885,0.002636285
905,0.207463,0.126143,0.051266,0.310061602,0.004629999
906,0.164574,0.222721,0.023865,0.131123497,0.001347197
907,0.146716,0.213692,0.048114,0.161337636,0.001615623
908,0.224582,0.149789,0.022081,0.207392197,0.002106932
909,0.203637,0.156328,0.033261,0.264593722,0.002760866
910,0.215527,0.192735,0.005216,0.183924905,0.013909855
911,0.298245,0.133263,0.009506,0.328835436,0.01491374
912,0.12722,0.199181,0.03024,0.29187445,0.007785563
913,0.220403,0.138724,0.013847,0.445291874,0.005821678
914,0.280573,0.110572,0.021368,0.282780874,0.014941926
915,0.273667,0.114001,0.018474,0.541507774,0.012758133
916,0.16086,0.197229,0.015105,0.169844529,0.004971388
917,0.277199,0.108178,0.01702,0.523613963,0.028318132
918,0.348734,0.193531,0.001011,0.086828982,0.086439756
919,0.248117,0.118464,0.01292,0.407744207,0.015148932
920,0.260215,0.145025,0.011096,0.274273981,0.042322068
921,0.253541,0.15165,0.006573,0.508066882,0.041310964
922,0.324127,0.086878,0.043716,0.43649164,0.00463643
923,0.368248,0.05268,0.020508,0.400410678,0.013558655
924,0.282956,0.085043,0.043693,0.467292461,0.017115431
925,0.275176,0.170496,0.011563,0.2537401,0.009229757
926,0.258594,0.149489,0.025829,0.474039308,0.01189692
927,0.380914,0.050302,0.039711,0.395423878,0.016335219
928,0.293676,0.093409,0.043942,0.397477266,0.011062509
929,0.295575,0.072331,0.022264,0.380463479,0.019477032
930,0.225373,0.132155,0.031455,0.294807862,0
931,0.330443,0.103032,0.023814,0.315635084,0
932,0.337317,0.113876,0.006139,0.305074802,0.015284044
933,0.229665,0.131636,0.008826,0.419184512,0.021795111
934,0.250172,0.103642,0.013752,0.412144324,0.110148411
935,0.218057,0.175166,0.007717,0.427984746,0.038226062
936,0.315383,0.125857,0.004069,0.35787621,0.098946319
937,0.314083,0.137975,0.01377,0.391903784,0.149479033
938,0.36676,0.140059,0.001369,0.369903197,0.041559864
939,0.222487,0.164953,0.018368,0.23349956,0.041240287
940,0.221949,0.14278,0.015233,0.292754473,0.115103912
941,0.221905,0.156363,0.023988,0.306834849,0.012530328
942,0.134865,0.335376,0.037181,0.048401291,0.042225478
943,0.175152,0.225669,0.092055,0.158697565,0
944,0.284956,0.051642,0.019863,0.290701085,0
945,0.291394,0.088641,0.017026,0.156350836,0.005153062
946,0.210967,0.233735,0.022244,0.034907598,0.006838567
947,0.264126,0.159679,0.026534,0.364329715,0.049243338
948,0.140792,0.369538,0.014445,0.049867996,0
949,0.307627,0.144683,0.017941,0.437665004,0.013352993
950,0.348441,0.050621,0.039064,0.44675858,0.014714393
951,0.351496,0.078333,0.052626,0.488413024,0.028087075
952,0.352176,0.120694,0.021827,0.464652391,0.023072592
953,0.240303,0.132054,0.027769,0.410677618,0.014128088
954,0.290851,0.092041,0.009737,0.492226459,0.035237409
955,0.238997,0.117034,0.094329,0.503080082,0.019006326
956,0.325386,0.089697,0.017111,0.467585802,0
957,0.304982,0.025128,0.075815,0.557934878,0.055111241
958,0.298776,0.053545,0.10554,0.4975066,0
959,0.278286,0.057059,0.076108,0.622763274,0.006127263
960,0.305933,0.114254,0.014526,0.401584042,0.005120348
961,0.377454,0.062884,0.033688,0.588149017,0.007095239
962,0.288473,0.083334,0.06547,0.532120857,0.010312678
963,0.289826,0.060978,0.096847,0.535347609,0.002939103
964,0.257045,0.131976,0.062171,0.64212379,0.056916629
965,0.2206,0.13144,0.083329,0.37312995,0.016305775
966,0.097052,0.191477,0.061702,0.462892344,0.070348262
967,0.23254,0.145525,0.001993,0.287180991,0
968,0.41136,0.030751,0.010331,0.348489293,0
969,0.290268,0.120193,0.014401,0.258140217,0.061460326
970,0.24436,0.10359,0.032079,0.34262247,0.005495297
971,0.285714,0.122059,0.023925,0.320621883,0
972,0.23088,0.157125,0.014758,0.171604576,0.005079954
973,0.250007,0.1459,0.023626,0.453212086,0.031807413
974,0.300308,0.074506,0.030818,0.462305661,0.004182873
975,0.503451,0.168255,0.004204,0.220299208,0
976,0.164305,0.30795,0.001867,0.025227339,0.003574875
977,0.248413,0.114644,0.019488,0.426224699,0.007578067
978,0.137872,0.165396,0.04835,0.298327955,0.024577786
979,0.091311,0.215871,0.052639,0.270753887,0.051297324
980,0.284687,0.098444,0.021049,0.461718979,0.004373493
981,0.174789,0.163763,0.005433,0.478732766,0.01076463
982,0.261923,0.1156,0.029621,0.474039308,0.021823621
983,0.141482,0.14639,0.041932,0.455852156,0.018716504
984,0.333993,0.058298,0.007914,0.457025521,0.058038068
985,0.308138,0.126248,0.007664,0.498973306,0.035793972
986,0.157202,0.149212,0.039539,0.437371663,0.009808613
987,0.334056,0.081634,0.007585,0.444411851,0.024490231
988,0.293651,0.115786,0.006162,0.492226459,0.003013141
989,0.213385,0.116203,0.012171,0.523907304,0.019776232
990,0.253842,0.120149,0.015582,0.58638897,0.022370046
991,0.168479,0.156177,0.04323,0.582282194,0.016259455
992,0.250588,0.102006,0.005243,0.554121443,0.035817482
993,0.200602,0.172136,0.045353,0.518627163,0.022361898
994,0.232066,0.113054,0.040794,0.498679965,0.013285868
995,0.426753,0.101618,0.000837,0.493399824,0.135284703
996,0.35935,0.106282,0.006976,0.358169551,0.008688164
997,0.386835,0.072672,0.011306,0.470812555,0.034941747
998,0.358832,0.061737,0.028391,0.675858023,0
999,0.438296,0.045608,0.014093,0.422997947,0.056406859
1000,0.414619,0.026275,0.001488,0.318861836,0.00927171
1001,0.297584,0.114978,0.014983,0.429744793,0.019763833
1002,0.433413,0.122098,0.034824,0.485772954,0.040502853
1003,0.296277,0.12634,0.018966,0.380170138,0
1004,0.343542,0.098196,0.014811,0.363743033,0.010430907
1005,0.522959,0.055075,0.006612,0.628043414,0.022979868
1006,0.356125,0.110009,0.018772,0.300088002,0.005823293
1007,0.342819,0.092009,0.016612,0.212085656,0.013714013
1008,0.385921,0.023743,0.006389,0.394837196,0.019679329
1009,0.317737,0.123508,0.014868,0.441185098,0
1010,0.236285,0.177628,0.015205,0.06336169,0.004640291
1011,0.142526,0.137752,0.034993,0.097975946,0.002518973
1012,0.258651,0.130231,0.022842,0.382516867,0.003497732
1013,0.283894,0.132985,0.030092,0.203285421,0.003911305
1014,0.197113,0.140406,0.028722,0.393663831,0.013455472
1015,0.225861,0.103227,0.001543,0.28923438,0.003461154
1016,0.342207,0.135139,0.017587,0.289821062,0.068100121
1017,0.318291,0.15414,0.019795,0.244646524,0.010072096
1018,0.324651,0.087099,0.014447,0.402757407,0.017189408
1019,0.29508,0.109726,0.032989,0.413904371,0
1020,0.134002,0.23691,0.013009,0.113229686,0.004038832
1021,0.254374,0.089152,0.033969,0.326488706,0.005916716
1022,0.135679,0.052282,0.011479,0.258140217,0.011341114
1023,0.196513,0.176513,0.023802,0.255500147,0.001309768
1024,0.160243,0.24217,0.018235,0.06600176,0
1025,0.158104,0.215409,0.020663,0.096802581,0
1026,0.227876,0.144211,0.036583,0.277207392,0.00136832
1027,0.32577,0.166484,0.010418,0.012320329,0
1028,0.235216,0.169746,0.057722,0.448811968,0.035243481
1029,0.230023,0.152653,0.031085,0.312995013,0.000695487
1030,0.238077,0.106426,0.02516,0.293047815,0.005905933
1031,0.182506,0.177157,0.048745,0.484599589,0.006958272
1032,0.278015,0.144629,0.023464,0.437958346,0.038417354
1033,0.248378,0.113721,0.032974,0.125550015,0.02923517
1034,0.245574,0.108918,0.086029,0.443531828,0.095596639
1035,0.281609,0.122645,0.01151,0.352596069,0
1036,0.341084,0.093353,0.026745,0.296274567,0.016506514
1037,0.284161,0.150287,0.014371,0.31475506,0.051339709
1038,0.25888,0.258233,0.009495,0.009680258,0.001564495
1039,0.259735,0.208504,0.022433,0.358756233,0.02750388
1040,0.216943,0.136797,0.048199,0.467585802,0.020043204
1041,0.278678,0.173746,0.022481,0.299794661,0.060194334
1042,0.279021,0.149592,0.036579,0.430331476,0.028869553
1043,0.331821,0.07159,0.016562,0.156937518,0
1044,0.068266,0.62552,0,0.025814022,0.002999981
1045,0.367641,0.056067,0.007808,0.149310648,0.020367143
1046,0.167106,0.260001,0.011934,0.066588442,0.003433638
1047,0.265682,0.140064,0.0109,0.163391024,0.007711151
1048,0.323398,0.055055,0.013067,0.100322675,0
1049,0.149067,0.309941,0.01245,0.100029334,0
1050,0.25189,0.058661,0.025711,0.308008214,0.041940746
1051,0.164087,0.211213,0.0205,0.059254913,0.002759968
1052,0.184968,0.235806,0.00545,0.0812555,0.001320757
1053,0.201237,0.174945,0.014726,0.129656791,0.001686782
1054,0.130888,0.247574,0.050297,0.303314755,0
1055,0.159619,0.193816,0.01163,0.264300381,0.010933522
1056,0.256812,0.133876,0.017784,0.442358463,0.015843078
1057,0.071617,0.333859,0.003455,0.366969786,0
1058,0.207552,0.139101,0.044063,0.468172485,0.039541122
1059,0.261487,0.129354,0.017345,0.343795835,0.00418584
1060,0.222286,0.159134,0.039824,0.441185098,0.185402184
1061,0.217081,0.139886,0.013677,0.203285421,0.007777038
1062,0.194493,0.152894,0.04458,0.227339396,0.005599643
1063,0.42955,0.025046,0.003234,0.383983573,0.085882058
1064,0.305863,0.064375,0.028866,0.333235553,0
1065,0.202173,0.115502,0.029359,0.262833676,0.010471135
1066,0.231267,0.084393,0.047433,0.287180991,0.005352158
1067,0.272023,0.095082,0.015226,0.193311822,0.003496034
1068,0.197122,0.141719,0.01632,0.109416251,0.014126552
1069,0.310379,0.057413,0.019183,0.154297448,0.008923373
1070,0.27225,0.0825,0.027941,0.270167204,0.003627296
1071,0.37451,0.058549,0.003196,0.231152831,0
1072,0.298584,0.08582,0.019182,0.221765914,0.003268935
1073,0.234407,0.110267,0.050318,0.250806688,0.013188304
1074,0.260325,0.099047,0.029899,0.12437665,0.004701614
1075,0.227425,0.155934,0.035077,0.223819302,0.009475843
1076,0.249357,0.140615,0.013269,0.253446759,0.011116699
1077,0.233785,0.112248,0.03981,0.318568495,0.002972293
1078,0.251224,0.151851,0.025113,0.105309475,0.00305626
1079,0.214437,0.204136,0.026359,0.11674978,0.003734594
1080,0.321475,0.117224,0.021205,0.194191845,0.008960946
1081,0.326788,0.047577,0.012065,0.183631564,0.00240066
1082,0.2074,0.096938,0.055636,0.208858903,0.004758322
1083,0.239466,0.170905,0.039909,0.212085656,0.018176331
1084,0.25711,0.115229,0.036659,0.268113816,0.006023588
1085,0.288963,0.0991,0.030817,0.303021414,0.002899312
1086,0.244202,0.158129,0.037374,0.222645937,0.010218027
1087,0.257638,0.099783,0.029126,0.305074802,0.005799711
1088,0.283819,0.143228,0.057938,0.259020241,0.023359493
1089,0.112491,0.201191,0.03642,0.621589909,0.049471959
1090,0.287099,0.111783,0.033493,0.301848049,0.008893275
1091,0.141867,0.187717,0.071344,0.364036374,0.004935218
1092,0.175052,0.145745,0.064899,0.164271047,0.007591114
1093,0.145856,0.179882,0.04389,0.232619537,0.002980641
1094,0.198749,0.212238,0.032841,0.428571429,0.08984523
1095,0.076831,0.195875,0.069741,0.246699912,0.040681063
1096,0.23024,0.147385,0.046898,0.38838369,0
1097,0.27315,0.14942,0.022006,0.512466999,0.00883497
1098,0.340759,0.058426,0.040908,0.205338809,0.019809421
1099,0.252267,0.152585,0.039063,0.19800528,0.007668522
1100,0.424292,0.066802,0.03907,0.132296861,0
1101,0.170103,0.182512,0.065839,0.190965092,0.011941588
1102,0.143932,0.217107,0.046168,0.177471399,0.004064423
1103,0.301065,0.15393,0.036026,0.260193605,0.021801487
1104,0.223238,0.149002,0.040118,0.259606923,0.013011182
1105,0.146954,0.198449,0.036267,0.235259607,0.006720712
1106,0.040406,0.445664,0.001298,0.018187152,0.005486475
1107,0.213026,0.143447,0.037088,0.320328542,0.005934319
1108,0.202781,0.105143,0.029585,0.42886477,0.028852099
1109,0.279787,0.093557,0.032215,0.295101203,0
1110,0.245715,0.066628,0.042317,0.283074215,0.009787468
1111,0.309014,0.035529,0.023023,0.238779701,0.008252361
1112,0.26686,0.087771,0.033786,0.320035201,0.004658135
1113,0.172485,0.168446,0.01018,0.475212672,0.018870352
1114,0.228147,0.118981,0.077864,0.500733353,0
1115,0.187057,0.119602,0.076743,0.322088589,0
1116,0.283317,0.093547,0.026608,0.464945732,0.003459471
1117,0.229102,0.103956,0.03834,0.436198299,0.007035404
1118,0.327772,0.060518,0.01911,0.461132297,0.006274502
1119,0.239224,0.115847,0.027943,0.30712819,0.006940667
1120,0.291568,0.098172,0.026923,0.40099736,0.00730502
1121,0.171272,0.156048,0.033612,0.488706366,0
1122,0.3321,0.068377,0.024469,0.370783221,0.005354651
1123,0.304871,0.093274,0.039544,0.287180991,0.00328426
1124,0.245525,0.112615,0.035898,0.480786154,0.001572846
1125,0.25258,0.109354,0.044669,0.174537988,0.001857995
1126,0.272903,0.013691,0.046076,0.140803755,0
1127,0.330652,0.070322,0.02206,0.200938692,0.003945752
1128,0.311224,0.088444,0.033995,0.242006454,0.004040406
1129,0.205041,0.1672,0.018785,0.207978879,0.001819738
1130,0.175006,0.158537,0.045822,0.183924905,0.000854375
1131,0.279679,0.106971,0.030448,0.357582869,0.008001905
1132,0.242033,0.116987,0.023187,0.428571429,0
1133,0.270602,0.104302,0.032573,0.230272807,0.00324068
1134,0.210622,0.139743,0.042632,0.090055735,0.001837675
1135,0.195706,0.126643,0.05275,0.140217072,0.003564668
1136,0.185729,0.117813,0.041565,0.196245233,0.001065782
1137,0.151836,0.17517,0.035419,0.054268114,0.001118474
1138,0.203107,0.155177,0.048275,0.106776181,0.001478477
1139,0.184489,0.282112,0.032439,0.132590202,0.00925608
1140,0.250395,0.127096,0.025961,0.124963332,0.000856785
1141,0.223293,0.118947,0.037997,0.146377237,0.002403791
1142,0.27288,0.097099,0.014104,0.166031094,0.002138956
1143,0.272973,0.102067,0.022018,0.094455852,0.001430405
1144,0.242473,0.145548,0.039918,0.107656204,0.003521897
1145,0.154904,0.153323,0.04582,0.094749193,0.002219745
1146,0.164025,0.160862,0.05924,0.151364036,0.002531681
1147,0.237937,0.118057,0.024027,0.06336169,0.000545778
1148,0.223292,0.109042,0.040251,0.143737166,0.001339062
1149,0.12909,0.189399,0.029836,0.088002347,0.003622347
1150,0.219053,0.100056,0.018551,0.134056908,0.023298303
1151,0.274384,0.090197,0.001209,0.134056908,0.021536325
1152,0.129955,0.117074,0.049064,0.165737753,0.025473943
1153,0.19407,0.16462,0.034791,0.058961572,0.00029103
1154,0.107263,0.179524,0.036886,0.009386917,0.000191233
1155,0.178477,0.139856,0.039287,0.067761807,0.000523963
1156,0.14911,0.169103,0.037709,0.054268114,0.001339654
1157,0.142196,0.160314,0.04203,0.146083896,0.015375217
1158,0.093312,0.239546,0.032173,0.070401877,6.16E-05
1159,0.198913,0.155694,0.026077,0.135523614,0.001079201
1160,0.155821,0.227594,0.039403,0.110882957,0.000896207
1161,0.093019,0.286514,0.04307,0.068935172,0.000227764
1162,0.108648,0.216898,0.032472,0.054268114,0.000152004
1163,0.181947,0.122953,0.016522,0.12701672,0.002292693
1164,0.15362,0.212372,0.048738,0.133470226,0
1165,0.231467,0.075253,0.033368,0.1674978,0.001566434
1166,0.167827,0.122938,0.010795,0.084482253,0.000714058
1167,0.122266,0.202748,0.014601,0.081548841,0
1168,0.104388,0.287709,0.050504,0.089469053,0
1169,0.123731,0.214718,0.037749,0.097389264,0.001495394
1170,0.073756,0.262027,0.050661,0.067761807,0.001516607
1171,0.132193,0.317117,0.023386,0.028747433,0.000389743
1172,0.150996,0.181832,0.032695,0.094162511,0
1173,0.190064,0.121226,0.019047,0.099149311,0.00158892
1174,0.113779,0.219112,0.042989,0.05074802,0.000934503
1175,0.295914,0.061345,0.030147,0.300088002,0.03225513
1176,0.092286,0.131651,0.032486,0.009386917,0
1177,0.067754,0.143064,0.045078,0.019067175,0.000202328
1178,0.093131,0.1994,0.012017,0.0049868,0
1179,0.091883,0.226437,0.01804,0.007920211,0.000295397
1180,0.140642,0.207223,0.054916,0.063655031,0.000491634
1181,0.134846,0.144607,0.022198,0.146963919,0.001995981
1182,0.268178,0.08608,0.020836,0.074215312,0.00247141
1183,0.267019,0.078199,0.051001,0.237606336,0.0041746
1184,0.118723,0.173429,0.006866,0.066588442,0.000439188
1185,0.301268,0.07778,0.039553,0.242886477,0.004232021
1186,0.106242,0.178498,0.072184,0.096802581,0.002020497
1187,0.088817,0.256832,0.043272,0.093575829,0.000874949
1188,0.185049,0.060387,0.134813,0.049867996,0.000363931
1189,0.115227,0.11762,0.138856,0.021120563,0
1190,0.145944,0.191396,0.028068,0.06864183,0.000358223
1191,0.107767,0.201851,0.041433,0.079495453,0
1192,0.172666,0.123559,0.013851,0.110002933,0.000232944
1193,0.115226,0.162015,0.02419,0.110882957,0.000330402
1194,0.091688,0.174865,0.026842,0.034907598,0.000257152
1195,0.118133,0.160932,0.0149,0.056614843,0
1196,0.17516,0.13556,0.098343,0.083602229,0.001265145
1197,0.067871,0.218943,0.061594,0.056614843,0.000316012
1198,0.126626,0.194834,0.076378,0.026987386,0.000627845
1199,0.179788,0.12848,0.078541,0.135230273,0.048053301
1200,0.177941,0.176853,0.027801,0.178351423,0.00265586
1201,0.125671,0.238127,0.051421,0.138750367,0
1202,0.216683,0.139563,0.017796,0.181578175,0.015916776
1203,0.404071,0.021217,0.001696,0.133176885,0.075065946
1204,0.187796,0.10886,0.018565,0.091229099,0
1205,0.328237,0.089985,0.045691,0.147843943,0.022586412
1206,0.010303,0.399672,0.03547,0.045174538,0.030896803
1207,0.17146,0.136389,0.015521,0.053681432,0.021700117
1208,0.140749,0.096134,0.002406,0.132883544,0.001865554
1209,0.155573,0.195312,0.010613,0.068348489,0.000733587
1210,0.144985,0.322678,0.052852,0.049281314,0
1211,0.092988,0.341502,0.088191,0.029040774,0
1212,0.096585,0.34324,0.049783,0.044587856,0
1213,0.163864,0.180861,0.012637,0.091815782,0
1214,0.126879,0.200073,0.014654,0.021120563,0
1215,0.165957,0.170784,0.045303,0.124963332,0.000629956
1216,0.097621,0.181547,0.020323,0.129070109,0
1217,0.153384,0.187408,0.030671,0.048987973,0.001838877
1218,0.155427,0.187571,0.06383,0.071281901,0.000263362
1219,0.178758,0.18327,0.045097,0.118803168,0.00190579
1220,0.224407,0.125454,0.039955,0.154590789,0.002115931
1221,0.197071,0.108915,0.004187,0.049574655,0
1222,0.095671,0.153385,0.009633,0.083895571,0.001625123
1223,0.116309,0.106955,0.000931,0.083308888,0
1224,0.219505,0.190264,0.02284,0.098269287,0.00060775
1225,0.108708,0.248185,0.031391,0.016427105,0
1226,0.166563,0.269311,0.041055,0.069228513,0.000281358
1227,0.20109,0.227243,0.048307,0.073921971,0.000158872
1228,0.197676,0.180454,0.033973,0.069521854,0.000947728
1229,0.137955,0.252941,0.018537,0.052801408,0
1230,0.094256,0.215027,0.01868,0.036374303,0
1231,0.067763,0.237429,0.058713,0.027280727,0
1232,0.191318,0.174239,0.004505,0.01261367,0
1233,0.147116,0.203632,0.013095,0.079495453,0
1234,0.164336,0.193209,0.020257,0.042827809,0
1235,0.090059,0.262993,0.021118,0.037254327,0
1236,0.111546,0.242636,0.018429,0.022000587,0.000406524
1237,0.120839,0.196369,0.025573,0.151657378,0.000649945
1238,0.050192,0.328225,0.012054,0.032267527,0.000574879
1239,0.169082,0.228791,0.010594,0.040187738,0
1240,0.091918,0.287475,0.039846,0.078908771,0
1241,0.287044,0.061539,0.043917,0.541801115,0.018426958
1242,0.196127,0.040187,0.091007,0.654444119,0.064432724
1243,0.209665,0.159127,0.010082,0.576708712,0.033828525
1244,0.211762,0.142176,0.004114,0.445878557,0.015689687
1245,0.216454,0.070615,0.021766,0.13200352,0.000949922
1246,0.140651,0.167374,0.026135,0.377823409,0.005938056
1247,0.255446,0.0798,0.044113,0.079788794,0.004191552
1248,0.209235,0.036806,0.044412,0.507186858,0.025654752
1249,0.198741,0.062755,0.06492,0.424171311,0
1250,0.16622,0.183527,0.015357,0.496919918,0.042370962
1251,0.353518,0.111966,0.002211,0.481666178,0.020274223
1252,0.216733,0.09223,0.045093,0.121443238,0.000951977
1253,0.192732,0.138971,0.003112,0.383690232,0.087559343
1254,0.29573,0.095216,0.017356,0.273100616,0.002807294
1255,0.254169,0.105371,0.048821,0.110002933,0.000586728
1256,0.243059,0.093532,0.044297,0.22587269,0.001725232
1257,0.207286,0.109791,0.059799,0.190085069,0.002222625
1258,0.143818,0.138408,0.072634,0.264887064,0
1259,0.057206,0.240011,0.046606,0.01026694,0
1260,0.192268,0.080044,0.047051,0.498973306,0
1261,0.243582,0.144117,0.059434,0.516280434,0.000575708
1262,0.217503,0.127123,0.018124,0.420357876,0.016879931
1263,0.23835,0.122555,0.053291,0.185684952,0
1264,0.19112,0.165352,0.044288,0.306834849,0.005180398
1265,0.244856,0.098706,0.054034,0.237899677,0
1266,0.312006,0.102281,0.010451,0.429744793,0.020042076
1267,0.173789,0.153829,0.030291,0.275447345,0.003378727
1268,0.17712,0.15983,0.040703,0.209152244,0.004502611
1269,0.152641,0.143414,0.051765,0.13464359,0.001823106
1270,0.292791,0.16406,0.005972,0.266647111,0
1271,0.182609,0.198394,0.022912,0.179818128,0
1272,0.342996,0.099942,0.028281,0.26899384,0.06494241
1273,0.190654,0.130722,0.050506,0.211498973,0.003262241
1274,0.165592,0.08898,0.106036,0.451452039,0
1275,0.158541,0.164211,0.040559,0.396303901,0.027850495
1276,0.187487,0.072515,0.088353,0.408037548,0
1277,0.197322,0.106133,0.051111,0.116163098,0.0020503
1278,0.139137,0.238263,0.095988,0.219125843,0.004269892
1279,0.183548,0.150414,0.076486,0.230566148,0.001616864
1280,0.169079,0.109523,0.059442,0.256086829,0
1281,0.175729,0.166808,0.041839,0.267527134,0
1282,0.204871,0.096592,0.0181,0.2437665,0.003546277
1283,0.154429,0.165581,0.014251,0.361396304,0
1284,0.231179,0.12341,0.025068,0.039307715,0
1285,0.212821,0.121844,0.145784,0.305074802,0.011043212
1286,0.151376,0.135928,0.007192,0.224405984,0.006677139
1287,0.210562,0.127199,0.082357,0.147550601,0.002291642
1288,0.201212,0.111088,0.002251,0.114696392,0.002750405
1289,0.229578,0.065961,0.002082,0.113816368,0.015041209
1290,0.17884,0.180804,0.022426,0.029920798,0.002399668
1291,0.14981,0.170074,0.024552,0.036960986,0.001914875
1292,0.127345,0.244699,0.054258,0.397477266,0.003695871
1293,0.181627,0.204168,0.063514,0.535054268,0.000447642
1294,0.143119,0.238953,0.060869,0.270753887,0.001655867
1295,0.084001,0.292295,0.059298,0.10648284,0.001012698
1296,0.18053,0.182304,0.068981,0.292461132,0.000391491
1297,0.146872,0.223301,0.047935,0.264593722,0.001779222
1298,0.154742,0.201919,0.062389,0.189498387,0.000729888
1299,0.143598,0.217573,0.033663,0.029920798,0.000474489
1300,0.130796,0.196311,0.025837,0.053681432,0.018704935
1301,0.198914,0.165526,0.071274,0.324435318,0.001917477
1302,0.128815,0.18164,0.052122,0.180991493,0.001932026
1303,0.096511,0.224588,0.040234,0.250513347,0.000763956
1304,0.149247,0.201081,0.07816,0.135523614,0.000590117
1305,0.180627,0.16679,0.096735,0.212085656,0.003736112
1306,0.122088,0.216396,0.033458,0.04576122,0.000511506
1307,0.136353,0.21238,0.057677,0.118803168,0.002015124
1308,0.141567,0.234588,0.02598,0.083895571,0.001334848
1309,0.133778,0.228182,0.031057,0.169844529,0.001145749
1310,0.127096,0.21147,0.010353,0.010853623,5.47E-05
1311,0.132177,0.232965,0.056799,0.071575242,0.00016333
1312,0.179267,0.257082,0.032398,0.089175711,0.001743528
1313,0.108323,0.265408,0.047944,0.050454679,0.000585971
1314,0.104903,0.25073,0.05083,0.041654444,0.000132133
1315,0.130275,0.181776,0.03666,0.076562042,0.000418676
1316,0.077294,0.153871,0.01121,0.028160751,5.93E-05
1317,0.07335,0.400611,0.003672,0.00264007,0
1318,0.08016,0.097185,0.072767,0.017893811,0
1319,0.114353,0.036137,0.096754,0.023467292,0
1320,0.178427,0.062643,0.069876,0.052214726,0
1321,0.048679,0.215782,0.02461,0.004693458,8.37E-05
1322,0.048829,0.234539,0.017319,0.009386917,0
1323,0.074534,0.133346,0.038424,0.013787034,0
1324,0.072397,0.138323,0.037666,0.001760047,0
1325,0.085421,0.072005,0.068324,0.011733646,0
1326,0.096253,0.046248,0.107247,0.026107363,0
1327,0.180766,0.167844,0.040101,0.222645937,0.004784024
1328,0.142075,0.20487,0.020783,0.141683778,0.017163529
1329,0.245323,0.131668,0.024665,0.260193605,0
1330,0.205145,0.157658,0.014421,0.290701085,0.028824761
1331,0.265425,0.149757,0.013935,0.178351423,0.010234386
1332,0.171182,0.229294,0.020368,0.160750953,0.008882442
1333,0.171108,0.16367,0.047734,0.161337636,0.001478093
1334,0.260181,0.083509,0.015189,0.162804341,0.005860904
1335,0.259654,0.105587,0.009776,0.242886477,0.009919067
1336,0.235602,0.149167,0.025968,0.201525374,0.023834708
1337,0.270187,0.122374,0.003714,0.27926078,0.014538007
1338,0.418276,0.042087,0.002216,0.258433558,0.0192734
1339,0.275259,0.110132,0.001838,0.271927251,0.005169519
1340,0.298373,0.06776,0.015237,0.32238193,0.032293578
1341,0.265436,0.112529,0.019224,0.317688472,0.011764126
1342,0.324071,0.091217,0.008433,0.255500147,0.027760376
1343,0.281915,0.111754,0.018739,0.282780874,0.014092029
1344,0.236829,0.069561,0.013078,0.333822235,0.021408946
1345,0.309501,0.059488,0.010511,0.314168378,0.02227055
1346,0.328736,0.057578,0.014396,0.296567908,0.033564679
1347,0.268836,0.124805,0.020488,0.270167204,0.029389738
1348,0.311645,0.078989,0.006316,0.289527721,0.033537291
1349,0.334302,0.079496,0.018697,0.275447345,0.011644481
1350,0.319426,0.102968,0.00004,0.279554121,0.047122367
1351,0.259854,0.141519,0.013571,0.201232033,0.015392915
1352,0.342076,0.079695,0.004119,0.342915811,0.005374186
1353,0.308187,0.112673,0.007521,0.285714286,0.03403796
1354,0.286876,0.109192,0.007257,0.306248167,0.008635686
1355,0.21005,0.156934,0.013875,0.242886477,0.015533214
1356,0.235401,0.112469,0.038312,0.250220006,0.005801308
1357,0.275077,0.104338,0.024363,0.279554121,0.004085567
1358,0.271027,0.074671,0.068789,0.22851276,0
1359,0.512652,0.076942,0.000578,0.323261954,0
1360,0.218312,0.186107,0.033894,0.260780287,0.024756156
1361,0.191466,0.153193,0.04485,0.149603989,0.003473609
1362,0.237829,0.119953,0.034894,0.226166031,0.00247099
1363,0.238391,0.165313,0.022798,0.25139337,0.013427762
1364,0.230464,0.113463,0.043867,0.221179231,0.002724713
1365,0.218237,0.123905,0.046383,0.203872103,0.00503755
1366,0.193636,0.179745,0.039811,0.095335876,0.002506775
1367,0.224834,0.124184,0.045965,0.085068935,0.0012311
1368,0.205792,0.172519,0.038912,0.048987973,0.000640684
1369,0.168068,0.192962,0.047579,0.064241713,0.000834022
1370,0.097114,0.273912,0.036157,0.032854209,0.000383085
1371,0.148753,0.222395,0.030581,0.138163684,0.001724223
1372,0.246673,0.144493,0.02921,0.158990906,0
1373,0.187537,0.186454,0.034523,0.176298035,0.001604167
1374,0.179602,0.257322,0.037884,0.137283661,0.00505027
1375,0.134558,0.234726,0.041189,0.065708419,0.002531368
1376,0.262712,0.112062,0.053897,0.224112643,0.006418387
1377,0.18763,0.143875,0.065791,0.102376063,0.003272249
1378,0.169515,0.150531,0.03436,0.089175711,0.003334178
1379,0.205285,0.134638,0.045382,0.148723966,0.001201893
1380,0.104595,0.196956,0.07063,0.099442652,0
1381,0.203696,0.170899,0.033141,0.146377237,0.005257532
1382,0.234038,0.124575,0.026654,0.208858903,0.024261177
1383,0.283858,0.085499,0.014409,0.190965092,0.024901791
