OID_,Enclosure,Greeness,Openness,Population,Facilities
2024,0.24596,0.19512,0.023065,0.770020534,0.198828936
2025,0.190355,0.195121,0.007215,0.518627163,0.00058157
2026,0.266755,0.095172,0.006055,0.763567028,0.015264725
2027,0.136635,0.233932,0.013746,0.150777354,0.002450878
2028,0.233975,0.116216,0.010123,0.106776181,0.002537009
2029,0.170415,0.161856,0.045658,0.186858316,0.002239963
2030,0.22833,0.116329,0.009676,0.675271341,0.008341348
2031,0.191172,0.170391,0.008465,0.676151364,0.048599736
2032,0.215955,0.191658,0.00614,0.593135817,0.013065238
2033,0.368591,0.050746,0.003581,0.687004987,0.038914594
2034,0.23309,0.15758,0.006974,0.039894397,0.001933129
2035,0.266948,0.120293,0.004132,0.816075095,0.009881079
2036,0.205387,0.156384,0.012939,0.689938398,0.026913204
2037,0.129381,0.223084,0.005692,0.161924318,0.021840359
2038,0.269295,0.127192,0.013126,0.643003813,0.008155989
2039,0.148907,0.179073,0.025408,0.666764447,0.015442843
2040,0.175259,0.19887,0.009131,0.418011147,0.000918479
2041,0.142669,0.21109,0.022973,0.405690818,0.03913683
2042,0.165766,0.195251,0.012676,0.326195365,0.003890783
2043,0.250925,0.100297,0.021827,0.65473746,0.014526387
2044,0.222404,0.150503,0.010316,0.7462599,0.023019979
2045,0.193203,0.167409,0.015259,0.588442358,0.007586392
2046,0.187595,0.195875,0.016616,0.629216779,0.008576224
2047,0.212836,0.170889,0.023476,0.300088002,0.001259488
2048,0.186324,0.197406,0.007751,0.379876797,0.002061867
2049,0.221286,0.139414,0.00138,0.774713992,0.023399039
2050,0.176409,0.215862,0.012705,0.55324142,0.013796876
2051,0.204058,0.177874,0.007121,0.248166618,0.001599632
2052,0.225027,0.170269,0.008375,0.714872397,0.01559377
2053,0.270535,0.114932,0.008047,0.446465239,0.00290958
2054,0.17047,0.206135,0.007292,0.177471399,0.003261163
2055,0.219202,0.145477,0.007114,0.359342916,0.0005288
2056,0.147068,0.274866,0.011261,0.090055735,0.000554771
2057,0.245443,0.147943,0.007342,0.13699032,0.002111678
2058,0.253425,0.17344,0.005278,0.712819009,0.009087167
2059,0.140986,0.205774,0.009854,0.341155764,0.010802064
2060,0.098735,0.204294,0.001779,0.724259314,0
2061,0.166458,0.16796,0.001721,1,0.047360289
2062,0.126871,0.183807,0.00528,0.633910238,0.045939859
2063,0.169958,0.292539,0.010865,0.733646231,0.153343225
2064,0.268155,0.136121,0.012557,0.814901731,0.006677582
2065,0.122197,0.336377,0.029743,0.036960986,0.012764591
2066,0.211672,0.190003,0.014003,0.437078322,0.007767656
2067,0.210778,0.18602,0.010174,0.906424171,0.026146717
2068,0.170399,0.20745,0.007802,0.437371663,0.016656131
2069,0.211483,0.164285,0.006216,0.600762687,0.017033375
2070,0.259717,0.144855,0.002643,0.572895277,0.023156661
2071,0.225121,0.177028,0.013492,0.437078322,0.014533111
2072,0.148191,0.21579,0.014451,0.546201232,0.020984857
2073,0.16922,0.195424,0.025531,0.329128777,0
2074,0.198382,0.107178,0.005964,0.56849516,0
2075,0.180217,0.232863,0.013408,0.229686125,0.004027193
2076,0.206936,0.219794,0.002996,0.249633324,0.045228546
2077,0.202845,0.142382,0.005748,0.640070402,0.086234822
2078,0.193256,0.158162,0.001278,0.660604283,0.003819872
2079,0.211686,0.123669,0.003503,0.698151951,0.041680913
2080,0.262547,0.122931,0.042927,0.430624817,0.006809375
2081,0.24376,0.144915,0.024478,0.459078909,0.009444121
2082,0.2447,0.144441,0.008968,0.5787621,0.027876652
2083,0.170679,0.224707,0.011341,0.424757994,0.010982707
2084,0.231792,0.185249,0.005943,0.520093869,0.037636484
2085,0.202929,0.25061,0.007863,0.183044881,0
2086,0.200091,0.134292,0.039479,0.655324142,0
2087,0.257101,0.125617,0.025369,0.420064535,0.001070137
2088,0.197993,0.224222,0.007277,0.366383104,0.005689177
2089,0.090805,0.249415,0.037955,0.167204459,0.002978712
2090,0.18098,0.195814,0.008595,0.666764447,0
2091,0.248958,0.148116,0.010991,0.682311528,0.006920591
2092,0.228959,0.170256,0.003242,0.602229393,0.044117459
2093,0.239456,0.139606,0.010153,0.800821355,0.002772038
2094,0.182661,0.190975,0.00255,0.261073629,0.0043969
2095,0.269826,0.124338,0.00739,0.659724259,0.010562924
2096,0.290882,0.072808,0.005942,0.863889704,0.040700257
2097,0.230409,0.124015,0.007234,0.737753007,0.020903399
2098,0.172768,0.159816,0.023757,0.662070989,0.016678324
2099,0.306653,0.086641,0.002057,0.60662951,0.044416028
2100,0.20524,0.140191,0.015492,0.687298328,0.013583586
2101,0.184011,0.178564,0.012487,0.097682605,0.001683507
2102,0.324949,0.187814,0.018729,0.527134057,0.023838165
2103,0.30473,0.151787,0.017495,0.780874157,0.027586924
2104,0.190884,0.334423,0.013433,0.501026694,0.013676476
2105,0.234953,0.203391,0.024458,0.552654737,0.010567171
2106,0.213633,0.237442,0.010018,0.71839249,0.008191768
2107,0.276185,0.186808,0.029232,0.36286301,0
2108,0.209961,0.245021,0.03395,0.556468172,0.010804699
2109,0.142493,0.243138,0.022898,0.4162511,0.003520716
2110,0.258206,0.219836,0.016316,0.733939572,0.030123179
2111,0.162187,0.264627,0.016631,0.415371077,0.007932036
2112,0.240217,0.166871,0.026906,0.87826342,0.016325314
2113,0.239334,0.187325,0.021418,0.822821942,0.027452814
2114,0.291447,0.1251,0.025904,0.888823702,0.028525234
2115,0.325784,0.137186,0.020966,0.79436785,0.015065421
2116,0.297776,0.163881,0.015381,0.777940745,0.02170211
2117,0.266736,0.189119,0.023306,0.650337342,0.013167433
2118,0.248436,0.203939,0.026909,0.139043708,0.003786284
2119,0.30841,0.077006,0.075003,0.307421531,0
2120,0.335442,0.108373,0.02191,0.787034321,0.002934351
2121,0.19745,0.157478,0.063652,0.220592549,0.000723045
2122,0.280959,0.152526,0.030482,0.831915518,0.048661686
2123,0.181,0.181853,0.062247,0.389263714,0
2124,0.157976,0.209812,0.06454,0.233792901,0.01110629
2125,0.277178,0.11838,0.031525,0.796714579,0.012729092
2126,0.202025,0.078895,0.090158,0,0
2127,0.165613,0.153664,0.086835,0,0
2128,0.180866,0.192101,0.04545,0.321208566,0.002377618
2129,0.195005,0.184316,0.011672,0.36051628,0.002871427
2130,0.144668,0.309448,0.004975,0.350836022,0.033354317
2131,0.097513,0.269724,0.02572,0.371663244,0.012171683
2132,0.112308,0.3001,0.014193,0.249046641,0.016162924
2133,0.080379,0.332931,0.008068,0.199765327,0.010451953
2134,0.131755,0.288058,0.007866,0.364329715,0.018297399
2135,0.130519,0.22719,0.044023,0.064535054,0.017342694
2136,0.136607,0.273375,0.02107,0.285714286,0.00171615
2137,0.168023,0.216279,0.022607,0.149310648,0.000969383
2138,0.139139,0.240712,0.016203,0.407744207,0.029407512
2139,0.12206,0.234538,0.043317,0.049281314,0.00883525
2140,0.287929,0.149945,0.000232,0.245526547,0.015801068
2141,0.177104,0.199612,0.024842,0.422411264,0.023926474
2142,0.115405,0.262388,0.039631,0.016720446,0.003033251
2143,0.169287,0.22316,0.034165,0.384570255,0.009169001
2144,0.223433,0.209935,0.020796,0.137870343,0.050110412
2145,0.100057,0.275298,0.058891,0.3399824,0.019274983
2146,0.190024,0.201776,0.014056,0.065121737,0.007063361
2147,0.23331,0.228913,0.024486,0.411850983,0.054484952
2148,0.323841,0.176305,0.016035,0.70313875,0.057580261
2149,0.219962,0.171174,0.025293,0.597829275,0.098403195
2150,0.111107,0.274152,0.041296,0,0.00501997
2151,0.294618,0.129364,0.020867,0.679964799,0.02816966
2152,0.170944,0.231288,0.032672,0.557054855,0.069721168
2153,0.214415,0.140785,0.045839,0.01026694,0.015640153
2154,0.252459,0.199559,0.017102,0.150190672,0.014440092
2155,0.229301,0.159503,0.045814,0.176004693,0.000255166
2156,0.203796,0.166225,0.046484,0.315635084,0.003676054
2157,0.224702,0.224012,0.018611,0.381930185,0.003072051
2158,0.237096,0.178358,0.018309,0.524200645,0
2159,0.197463,0.230815,0.00271,0.44411851,0.023650388
2160,0.209078,0.184945,0.017106,0.650924025,0.065801085
2161,0.154606,0.244624,0.023889,0.085362276,0.005765162
2162,0.191005,0.226271,0.019121,0.415371077,0.002316019
2163,0.239122,0.171166,0.009265,0.476386037,0.024647612
2164,0.224232,0.201139,0.006753,0.670284541,0.005072445
2165,0.20114,0.23907,0.01368,0.476679378,0.001778443
2166,0.282729,0.176925,0.019452,0.128776767,0.023255213
2167,0.221564,0.191153,0.019818,0.625990026,0
2168,0.188209,0.242908,0.030966,0.676444705,0.02414619
2169,0.17465,0.233974,0.014254,0.369023174,0.006157753
2170,0.229771,0.232341,0.015564,0.503373423,0.11328752
2171,0.216357,0.188887,0.038698,0.131710179,0.007082847
2172,0.117879,0.284855,0.031952,0,0.019690936
2173,0.176395,0.202574,0.045652,0.161924318,0
2174,0.196811,0.178903,0.054197,0,0.004098771
2175,0.169953,0.239191,0.029038,0.301261367,0.002364904
2176,0.198551,0.230327,0.011642,0.661484306,0.003654087
2177,0.2534,0.17523,0.027371,0.406277501,0.001670722
2178,0.239273,0.116814,0.010811,0.559108243,0.092957853
2179,0.213072,0.185956,0.029237,0.13963039,0.006880425
2180,0.208397,0.207375,0.029452,0.62188325,0.009323934
2181,0.238123,0.200572,0.011058,0.318568495,0.013115116
2182,0.135629,0.166082,0.002668,0.089469053,0.000778301
2183,0.119002,0.205667,0.005934,0.066295101,0.000103846
2184,0.132722,0.180277,0.006189,0.028747433,0.00026963
2185,0.187217,0.21332,0.014959,0.492813142,0.004226572
2186,0.213387,0.197368,0.018423,0.569375183,0.006895603
2187,0.153477,0.176384,0.004647,0.088002347,0.002641335
2188,0.158597,0.177769,0.005044,0.200352009,0.001402283
2189,0.15412,0.255411,0.027431,0.579935465,0.032929054
2190,0.150064,0.260566,0.014078,0.088002347,0.001640658
2191,0.181336,0.217634,0.014165,0.694045175,0.004255732
2192,0.008426,0.424971,0,0.012026987,0.00141142
2193,0.184833,0.183544,0.027772,0.508946905,0.003163282
2194,0.165824,0.214964,0.017035,0.60164271,0.0023328
2195,0.154386,0.270711,0.000946,0.044001173,0.000377283
2196,0.146994,0.216895,0.00395,0.122323262,0.010277615
2197,0.123496,0.215335,0.011632,0.204458786,0.002172056
2198,0.179817,0.18648,0.016205,0.264887064,0.008080124
2199,0.166102,0.042324,0.010895,0.083895571,0.000235368
2200,0.157201,0.189994,0.01328,0.396303901,0.002866146
2201,0.074149,0.202477,0.006499,0.090642417,0
2202,0.114227,0.098361,0.006148,0.02024054,0.00090497
2203,0.314864,0.117964,0.039692,0.569375183,0.030010018
2204,0.31087,0.143844,0.022177,0.521560575,0.022072205
2205,0.214763,0.267242,0.046745,0.572308595,0.007362741
2206,0.273474,0.216158,0.022646,0.462599003,0.006246727
2207,0.302814,0.125978,0.044734,0.646817248,0.02562597
2208,0.192377,0.257668,0.020874,0.492519801,0.007329801
2209,0.200833,0.184191,0.053675,0.212965679,0.006997991
2210,0.35795,0.063973,0.040321,0.511000293,0.009044216
2211,0.299827,0.150368,0.022076,0.586095629,0.011018869
2212,0.222283,0.214936,0.037578,0.686711646,0.011044819
2213,0.184859,0.250382,0.025237,0.140803755,0.001397735
2214,0.212512,0.213976,0.012014,0.506013494,0.006245653
2215,0.16528,0.237199,0.029611,0.369023174,0.002669097
2216,0.294048,0.132185,0.042223,0.577002053,0.037461562
2217,0.329159,0.130417,0.025682,0.551774714,0.012042549
2218,0.300851,0.159681,0.027785,0.579642124,0.006591068
2219,0.239715,0.205747,0.036154,0.614843062,0.01082753
2220,0.256582,0.165642,0.034105,0.735112936,0.040070341
2221,0.260846,0.175542,0.021595,0.446171898,0.007614708
2222,0.289566,0.166498,0.02911,0.594309182,0.015292076
2223,0.206147,0.165909,0.060365,0.189791728,0.001540091
2224,0.188483,0.165421,0.062371,0.336755647,0.003864898
2225,0.147889,0.16931,0.066742,0.406570842,0.014102779
2226,0.216865,0.181099,0.055064,0.142270461,0.002517408
2227,0.258399,0.126336,0.046399,0.251980053,0.006830021
2228,0.399317,0.071018,0.01148,0.325608683,0.028610025
2229,0.369371,0.073792,0.031271,0.248166618,0.014006202
2230,0.274991,0.143435,0.027412,0.303901437,0.009564493
2231,0.26383,0.175153,0.023571,0.587562335,0.007741245
2232,0.300312,0.102434,0.023524,0.349075975,0.010308681
2233,0.202057,0.146686,0.060348,0.286594309,0.002545237
2234,0.291338,0.091883,0.034722,0.381050161,0.014001308
2235,0.220798,0.186621,0.042152,0.104429451,0.002867484
2236,0.105573,0.254776,0.015976,0.020533881,0.000421537
2237,0.278707,0.138565,0.039819,0.468465826,0.009264265
2238,0.250377,0.202193,0.02022,0.582282194,0.022035009
2239,0.260089,0.120426,0.031089,0.42387797,0.018421171
2240,0.200107,0.127784,0.056895,0.102669405,0.001109169
2241,0.244143,0.147894,0.042197,0.358462892,0.009910976
2242,0.225797,0.163318,0.049254,0.497799941,0.008843462
2243,0.174554,0.173881,0.065571,0.308888237,0.005433858
2244,0.231777,0.173245,0.059424,0.488706366,0.078157225
2245,0.189196,0.228861,0.039107,0.190671751,0.00500889
2246,0.219128,0.211523,0.026147,0.326195365,0.015377337
2247,0.200601,0.168969,0.043989,0.1724846,0.001692475
2248,0.250107,0.163886,0.033715,0.379290114,0.009749429
2249,0.161215,0.192719,0.052246,0.06864183,0.003724066
2250,0.265855,0.134397,0.046964,0.375476679,0.017938459
2251,0.138974,0.140226,0.016155,0.044881197,0.001090745
2252,0.204762,0.151545,0.059812,0.242593136,0.000865848
2253,0.249791,0.146616,0.033506,0.105896157,0.001326204
2254,0.218583,0.181148,0.065872,0.249046641,0.005450412
2255,0.153765,0.254659,0.025762,0.049574655,0.002703562
2256,0.263229,0.146174,0.048773,0.350836022,0.012362996
2257,0.273428,0.125961,0.071778,0.168377823,0.001728008
2258,0.208632,0.160895,0.058071,0.188325022,0.001356895
2259,0.24497,0.148814,0.036007,0.094749193,0.001644248
2260,0.143365,0.148187,0.01562,0.038721033,0.000501691
2261,0.256167,0.15454,0.044428,0.321795248,0.004766353
2262,0.16782,0.225489,0.044541,0.179524787,0.011502259
2263,0.204018,0.17832,0.024217,0.129950132,0.002233949
2264,0.272204,0.039493,0.037325,0.371956586,0.050122047
2265,0.244642,0.13693,0.017279,0.178351423,0.00377272
2266,0.27639,0.070936,0.032571,0.263127017,0.007551085
2267,0.206217,0.1777,0.012172,0.053094749,0.004324503
2268,0.219118,0.091328,0.075088,0.097975946,0.000582589
2269,0.188082,0.175639,0.034885,0.223525961,0.002557831
2270,0.189423,0.105793,0.056683,0.138457026,0.000455825
2271,0.185331,0.127519,0.028828,0.290114403,0.00250008
2272,0.163789,0.232701,0.029106,0.258726899,0.002621159
2273,0.222246,0.124314,0.023092,0.344969199,0
2274,0.2122,0.125286,0.020703,0.273393957,0.004058852
2275,0.142185,0.177307,0.040478,0.251100029,0.0022673
2276,0.204661,0.139213,0.023154,0.308301555,0.039998091
2277,0.232169,0.097218,0.020994,0.371956586,0.01146561
2278,0.17712,0.152874,0.041222,0.294807862,0.002753616
2279,0.207414,0.108757,0.058684,0.298914638,0.004568474
2280,0.195035,0.111478,0.041311,0.316515107,0.001585206
2281,0.19815,0.122299,0.037643,0.341742446,0
2282,0.196128,0.118104,0.032417,0.346729246,0.003736017
2283,0.251759,0.091919,0.022739,0.310648284,0.006811087
2284,0.249433,0.077912,0.033947,0.31475506,0.004116913
2285,0.28497,0.046489,0.032277,0.312995013,0.035271579
2286,0.246314,0.084286,0.012378,0.335288941,0.015252944
2287,0.293305,0.03373,0.012347,0.354649457,0.008631122
2288,0.247331,0.072369,0.018712,0.245526547,0.004694725
2289,0.214483,0.095628,0.028673,0.318568495,0.002126208
2290,0.23024,0.102022,0.040406,0.374009974,0.004045663
2291,0.254717,0.089268,0.029356,0.330302141,0.002570382
2292,0.158909,0.220294,0.014309,0.253446759,0.017043876
2293,0.181293,0.119603,0.039438,0.152537401,0.000793661
2294,0.184695,0.129215,0.031915,0.089175711,0.003823086
2295,0.196715,0.125958,0.020034,0.263713699,0.004372299
2296,0.191654,0.151137,0.037556,0.156057495,0.002225319
2297,0.248611,0.103082,0.028258,0.244939865,0.009327492
2298,0.194093,0.149627,0.032637,0.318568495,0.007177355
2299,0.211853,0.117281,0.020487,0.30976826,0.004570613
2300,0.175971,0.161908,0.014407,0.066588442,0.001702237
2301,0.188083,0.127231,0.02251,0.248166618,0.00427441
2302,0.178418,0.157057,0.012828,0.293341156,0.026461056
2303,0.152278,0.172252,0.0685,0.123789968,0.002286224
2304,0.161515,0.171328,0.042155,0.178058082,0.001508853
2305,0.204056,0.135235,0.030201,0.317101789,0.00214136
2306,0.184318,0.125581,0.024836,0.327662071,0.009981367
2307,0.118496,0.185332,0.051967,0.239073042,0.002876796
2308,0.211143,0.155852,0.042886,0.334702259,0.006632626
2309,0.15212,0.166893,0.068702,0.278967439,0.000641061
2310,0.169294,0.136382,0.033318,0.321208566,0.002983447
2311,0.182947,0.149105,0.033996,0.25638017,0.00164991
2312,0.149484,0.168346,0.054451,0.342035788,0.005214324
2313,0.170524,0.127287,0.036271,0.310941625,0.00092884
2314,0.210992,0.12337,0.033972,0.334115576,0.020089257
2315,0.330429,0.059997,0.036959,0.381636844,0.012721213
2316,0.152525,0.19382,0.047399,0.214725726,0.002633383
2317,0.121606,0.169603,0.050855,0.094455852,0.008795443
2318,0.1494,0.141987,0.038966,0.118509827,0.001922829
2319,0.126146,0.113775,0.041628,0.17512467,0.004767157
2320,0.141566,0.11536,0.008457,0.087709006,0.001420485
2321,0.172815,0.175244,0.045191,0.039601056,0.00055855
2322,0.183998,0.082087,0.00703,0.063655031,0.000903013
2323,0.202245,0.098641,0.013269,0.079202112,0.000634876
2324,0.209976,0.026815,0.005228,0.12701672,0.003312775
2325,0.204185,0.079965,0.009328,0.183338222,0.00489308
2326,0.141382,0.243023,0.00549,0.032267527,0.006943292
2327,0.141051,0.117384,0.002691,0.342329129,0.017812263
2328,0.207494,0.071683,0.008774,0.23349956,0.009575804
2329,0.283321,0.047837,0.008837,0.049867996,0.003327816
2330,0.21181,0.069617,0.011931,0.143737166,0.000585775
2331,0.214531,0.095048,0.005919,0.336168965,0.010587071
2332,0.167332,0.083763,0.014692,0.080082136,0.000288955
2333,0.294885,0.047793,0.002462,0.297154591,0.015799999
2334,0.257422,0.051403,0.003727,0.30448812,0.016186081
2335,0.18837,0.081376,0.011111,0.178644764,0.004335389
2336,0.193249,0.086796,0.000884,0.309474919,0.047576185
2337,0.133827,0.156653,0.018966,0.043707832,0.00041331
2338,0.12705,0.118276,0.004356,0.035787621,0.002212074
2339,0.124042,0.129667,0.013924,0.076855383,0.000502536
2340,0.139868,0.085548,0.013676,0.042241126,0.001377349
2341,0.217945,0.133702,0.076453,0.086535641,0.000291227
2342,0.21353,0.068494,0.005616,0.207685538,0.001789715
2343,0.22426,0.104872,0.004748,0.250220006,0.002609282
2344,0.193079,0.145682,0.058311,0.223525961,0.001759337
2345,0.136393,0.109233,0.002611,0.11938985,0.001631598
2346,0.166215,0.092428,0.009272,0.295687885,0.001743596
2347,0.21012,0.068865,0.005645,0.155764154,0.000880732
2348,0.165178,0.132405,0.038288,0.169551188,0.001225391
2349,0.201865,0.11118,0.011774,0.140510414,0.001192696
2350,0.256486,0.14483,0.037611,0.429158111,0.003730651
2351,0.255763,0.154701,0.037351,0.2537401,0.006685606
2352,0.161895,0.111671,0.02998,0.273687298,0.004434554
2353,0.279386,0.106979,0.06818,0.24611323,0.001597891
2354,0.141963,0.121942,0.015364,0.343502493,0.013839511
2355,0.166664,0.093489,0.001842,0.379583456,0.007593919
2356,0.098647,0.12753,0.003412,0.073335289,0.000304433
2357,0.107701,0.191389,0.019375,0.058668231,0.00094954
2358,0.274554,0.164784,0.024148,0.027574069,0.000145643
2359,0.132979,0.083355,0.005115,0.163684365,0.000289401
2360,0.124374,0.11812,0.005736,0.26136697,0.000718857
2361,0.100871,0.131903,0.005906,0.102962746,0.000190446
2362,0.134629,0.111224,0.009024,0.083308888,0.000688874
2363,0.084556,0.244111,0.00286,0.01026694,0.000187853
2364,0.134906,0.159535,0.001834,0.066295101,0.000764286
2365,0.149007,0.103087,0.003456,0.068055148,0.001086662
2366,0.125178,0.170626,0.002462,0.008800235,0.000552827
2367,0.216402,0.174368,0.003347,0.028454092,0.000345699
2368,0.236046,0.197042,0.004451,0.019653857,0.000113873
2369,0.12623,0.241741,0.003858,0.001760047,0
2370,0.28861,0.126788,0.00082,0.007920211,0.000589981
2371,0.165051,0.119117,0.009994,0.104429451,0.001143665
2372,0.104413,0.160797,0.00247,0.077148724,0.003905356
2373,0.130185,0.158196,0.009806,0.026987386,0.001201904
2374,0.223754,0.05613,0.002776,0.022587269,0.001114354
2375,0.079985,0.182471,0.011744,0.023760634,0.000629768
2376,0.09837,0.174326,0.012941,0.055148137,0.000971711
2377,0.135357,0.141796,0.006951,0.025520681,0.00065068
2378,0.045228,0.228463,0.007154,0.011733646,0.000581961
2379,0.166469,0.6244,0,0,0.003487169
2380,0.095643,0.282829,0.00424,0.00264007,0.000159025
2381,0.101467,0.201467,0.005356,0.004400117,0.000196396
2382,0.107756,0.139097,0.005359,0.051041361,0.000368869
2383,0.041821,0.243615,0.006001,0.009680258,0.000147897
2384,0.092271,0.292665,0.002515,0.001466706,0.000152066
2385,0.076713,0.284219,0.004719,0.004400117,0.00085699
2386,0.150749,0.188739,0.007086,0.138163684,0.008819956
2387,0.153157,0.141023,0.025498,0.155470813,0.001972183
2388,0.151476,0.185616,0.048711,0.163977706,0.000782244
2389,0.372734,0.199441,0.047804,0.04576122,0.003357874
2390,0.301785,0.140543,0.025953,0.379290114,0.016300795
2391,0.201004,0.196827,0.040532,0.395717219,0.003435745
2392,0.152221,0.210155,0,0.158404224,0.013291024
2393,0.207052,0.160059,0.060089,0.327955412,0.002425792
2394,0.21615,0.210426,0.028191,0.182164858,0.00578142
2395,0.254127,0.167185,0.056668,0.033147551,0.002709716
2396,0.249701,0.162645,0.049322,0.406570842,0.016092675
2397,0.133054,0.292233,0.032718,0.100616016,0.00889245
2398,0.152549,0.156576,0.020951,0.133763567,0
2399,0.309645,0.148191,0.03599,0.248459959,0.024885973
2400,0.206347,0.144031,0.043585,0.137870343,0.002297308
2401,0.18831,0.141897,0.041935,0.094455852,0.001891939
2402,0.113052,0.253937,0.024466,0.051921385,0.001127415
2403,0.133721,0.204048,0.018043,0.320621883,0.007543907
2404,0.203264,0.138521,0.013061,0.326195365,0.005412495
2405,0.117395,0.144896,0.033424,0.073041948,0.009644401
2406,0.165566,0.145107,0.020092,0.183044881,0.004471446
2407,0.148031,0.192528,0.054774,0.286594309,0.001191192
2408,0.135802,0.162966,0.0289,0.199178645,0.002816986
2409,0.075259,0.234244,0.001598,0.197125257,0
2410,0.096751,0.122146,0.048414,0.120269874,0.013211337
2411,0.206934,0.10921,1.55E-02,0.355529481,0.015436853
2412,0.225251,0.090619,0.006937,0.392783808,0.006504254
2413,0.247188,0.143836,0.019078,0.023173951,0.001943817
2414,0.270131,0.127254,3.09E-02,0.392783808,0.015496528
2415,0.291527,0.121578,0.049374,0.4112643,0.031900715
2416,0.232597,0.165435,0.034019,0.373423291,0.017339582
2417,0.264496,0.12576,0.037299,0.409797595,0.012269831
2418,0.247055,0.19038,0.030928,0.288354356,0.011074004
2419,0.25187,0.168512,0.019844,0.414491053,0.0166775
2420,0.347475,0.080211,0.028286,0.399237313,0.01687097
2421,0.267921,0.10355,0.012064,0.259313582,0.019686531
2422,0.240484,0.179071,0.039535,0.180991493,0.006424411
2423,0.269086,0.120178,0.02208,0.167791141,0.005600126
2424,0.254006,0.123546,0.054417,0.427104723,0.023584821
2425,0.234991,0.166969,0.029501,0.446171898,0.009894574
2426,0.339961,0.148379,0.042692,0.446465239,0.021391233
2427,0.193198,0.196213,0.037168,0.197711939,0.008897053
2428,0.177207,0.224917,0.051609,0.410677618,0.007277631
2429,0.206532,0.209475,0.023919,0.26400704,0.006763007
2430,0.222396,0.23254,0.024582,0.186564975,0.007262189
2431,0.168642,0.195953,0.037416,0.418011147,0.00893484
2432,0.169938,0.222804,0.057316,0.327662071,0.002131272
2433,0.203747,0.209701,0.038032,0.496333236,0.004843006
2434,0.187305,0.205552,0.027698,0.322675271,0.008787253
2435,0.237716,0.162264,0.063972,0.500146671,0.004363199
2436,0.146491,0.197177,0.034195,0.277794075,0.002277516
2437,0.163253,0.187816,0.047228,0.153124083,0.001347156
2438,0.158963,0.260863,0.048569,0.393077149,0.015194539
2439,0.23419,0.144147,0.052198,0.443825169,0.007829282
2440,0.130734,0.254002,0.037087,0.23613963,0.003276625
2441,0.221856,0.168314,0.042006,0.414784394,0.006524502
2442,0.168586,0.167991,0.067599,0.431211499,0.019366547
2443,0.175623,0.21117,0.04712,0.434731593,0.012166115
2444,0.200457,0.152362,0.040249,0.152830742,0.001566887
2445,0.216477,0.135262,0.052618,0.197125257,0.002246307
2446,0.262209,0.111803,5.56E-02,0.415957759,0.004164425
2447,0.210546,0.188085,0.041553,0.276327369,0.003553352
2448,0.241252,0.152044,0.055074,0.472865943,0.043832641
2449,0.147899,0.271723,0.050187,0.148430625,0.015047096
2450,0.131251,0.173552,0.038391,0.151657378,0.003078992
2451,0.134333,0.147513,0.016771,0.031974186,0.000278468
2452,0.242614,0.037562,0.004834,0.265180405,0.016817358
2453,0.275142,0.055756,0.008243,0.192725139,0.001271978
2454,0.227301,0.084734,0.00239,0.115869757,0.001586845
2455,0.224666,0.072068,0.00187,0.211205632,0.002823494
2456,0.254153,0.034614,0.000874,0.493986506,0.029504831
2457,0.258128,0.021231,0.000008,0.496333236,0.041230215
2458,0.278541,0.049962,0.005194,0.292754473,0.017404879
2459,0.288146,0.031061,0.001354,0.443531828,0.007456284
2460,0.220242,0.055109,0.002055,0.424171311,0.010797971
2461,0.280149,0.134722,0.007349,0.17776474,0.021694181
2462,0.242838,0.095738,0.041722,0.239366383,0.008546326
2463,0.159705,0.148756,0.025101,0.080962159,0.001395143
2464,0.167558,0.242772,0.042724,0.124083309,0.00244162
2465,0.296966,0.115962,0.04081,0.297447932,0.005966909
2466,0.229506,0.130276,0.028804,0.141390437,0.001483304
2467,0.270376,0.089332,0.01585,0.271340569,0.004803328
2468,0.406337,0.05332,0.009516,0.348782634,0.029939526
2469,0.189392,0.116061,0.004844,0.150190672,0.001074041
2470,0.156739,0.102647,0.030791,0.121443238,0.000421044
2471,0.155082,0.133894,0.005967,0.092989146,0.000453125
2472,0.207964,0.112608,0.039373,0.166324435,0.001098077
2473,0.214966,0.108452,0.03144,0.246993253,0.001583599
2474,0.26044,0.074475,0.012599,0.107362863,0.000492257
2475,0.358114,0.152052,0.003558,0.037841009,0.00075581
2476,0.170807,0.233143,0.009177,0.034614256,0.000672158
2477,0.231488,0.065759,0.001289,0.086535641,0.00147619
2478,0.420034,0.143031,0,0.085948959,0
2479,0.214029,0.152138,0.031731,0.21061895,0.001488804
2480,0.317668,0.187605,0.005855,0.01261367,0.00970754
2481,0.168665,0.253866,0.037203,0.064828395,0.001489772
2482,0.115417,0.292368,0.042242,0.047814608,0.008273536
2483,0.133354,0.288314,0.026999,0.008506894,0.003326564
2484,0.165119,0.214466,0.038976,0.141390437,0.001063299
2485,0.07929,0.281692,0.002809,0.006746847,0.000540335
2486,0.184882,0.192647,0.029238,0.044294515,0.00027066
2487,0.19079,0.168322,0.049634,0.304194779,0.000821004
2488,0.198208,0.200797,0.040138,0.138163684,0.001246388
2489,0.160449,0.231726,0.022035,0.095922558,0.02497528
2490,0.082057,0.238613,0.007714,0.170431211,0.054255997
2491,0.220787,0.172795,0.014913,0.019947199,0.000115301
2492,0.292779,0.125855,0.012221,0.247873277,0.027645058
